employee_id,employee_super_region,year_nbr,month_nbr,active_days,interactions_count,pitches_count,wins_count,,,,
49158,APAC,2020,7,12,98,216,48,,,,
49158,APAC,2020,8,13,106,379,185,,,,
49158,APAC,2020,9,13,92,263,124,,,,
49158,APAC,2020,10,18,134,370,113,,,,
49158,APAC,2020,11,13,105,247,113,,,,
49158,APAC,2020,12,17,131,283,97,,,,
49162,AMER,2020,5,2,2,\N,\N,,,,
49162,AMER,2020,6,16,142,340,107,,,,
49162,AMER,2020,7,17,138,412,105,,,,
49162,AMER,2020,8,16,146,393,156,,,,
49162,AMER,2020,9,19,201,446,173,,,,
49162,AMER,2020,10,18,152,369,72,,,,
49162,AMER,2020,11,17,130,385,68,,,,
49162,AMER,2020,12,14,110,368,73,,,,
49184,APAC,2020,5,2,2,\N,\N,,,,
49184,APAC,2020,6,14,207,380,115,,,,
49184,APAC,2020,7,13,141,404,136,,,,
49184,APAC,2020,8,12,159,363,67,,,,
49184,APAC,2020,9,13,174,343,85,,,,
49184,APAC,2020,10,16,227,602,96,,,,
49184,APAC,2020,11,15,250,596,80,,,,
49184,APAC,2020,12,7,98,251,51,,,,
49193,APAC,2020,5,3,7,\N,\N,,,,
49193,APAC,2020,6,18,238,709,166,,,,
49193,APAC,2020,7,16,202,549,127,,,,
49193,APAC,2020,8,5,61,168,54,,,,
49193,APAC,2020,9,20,263,552,141,,,,
49193,APAC,2020,10,17,198,523,95,,,,
49193,APAC,2020,11,17,201,475,101,,,,
49193,APAC,2020,12,12,138,397,94,,,,
49294,AMER,2020,5,7,18,\N,\N,,,,
49294,AMER,2020,6,17,178,229,95,,,,
49294,AMER,2020,7,19,221,536,121,,,,
49294,AMER,2020,8,16,195,460,79,,,,
49294,AMER,2020,9,17,203,467,60,,,,
49294,AMER,2020,10,19,190,394,66,,,,
49294,AMER,2020,11,15,161,420,102,,,,
49294,AMER,2020,12,10,115,326,71,,,,
49295,EMEA,2020,5,1,1,\N,\N,,,,
49295,EMEA,2020,6,17,140,247,96,,,,
49295,EMEA,2020,7,15,108,180,87,,,,
49295,EMEA,2020,8,11,69,132,76,,,,
49295,EMEA,2020,9,15,105,170,86,,,,
49295,EMEA,2020,10,12,64,116,55,,,,
49295,EMEA,2020,11,14,69,125,41,,,,
49295,EMEA,2020,12,13,103,285,75,,,,
49332,APAC,2020,6,16,156,243,27,,,,
49332,APAC,2020,7,18,183,399,26,,,,
49332,APAC,2020,8,13,128,374,36,,,,
49332,APAC,2020,9,15,195,278,52,,,,
49332,APAC,2020,10,20,175,385,62,,,,
49332,APAC,2020,11,21,174,404,103,,,,
49332,APAC,2020,12,12,102,320,75,,,,
49354,APAC,2020,3,1,1,\N,\N,,,,
49354,APAC,2020,5,5,13,\N,\N,,,,
49354,APAC,2020,6,16,177,280,89,,,,
49354,APAC,2020,7,10,98,152,49,,,,
49354,APAC,2020,8,12,83,211,60,,,,
49354,APAC,2020,9,8,56,135,33,,,,
49354,APAC,2020,10,11,108,257,68,,,,
49354,APAC,2020,11,18,164,325,75,,,,
49354,APAC,2020,12,14,130,275,54,,,,
49395,LATAM,2020,6,10,90,133,15,,,,
49395,LATAM,2020,7,13,149,209,24,,,,
49395,LATAM,2020,8,13,92,222,29,,,,
49395,LATAM,2020,9,14,100,288,45,,,,
49395,LATAM,2020,10,20,152,500,80,,,,
49395,LATAM,2020,11,12,90,269,41,,,,
49395,LATAM,2020,12,7,50,172,21,,,,
49445,AMER,2020,11,1,1,4,3,,,,
49549,APAC,2020,5,4,8,\N,\N,,,,
49549,APAC,2020,6,17,220,806,165,,,,
49549,APAC,2020,7,16,229,892,122,,,,
49549,APAC,2020,8,4,49,204,41,,,,
49549,APAC,2020,9,17,282,1153,172,,,,
49549,APAC,2020,10,15,193,689,101,,,,
49549,APAC,2020,11,16,198,741,152,,,,
49549,APAC,2020,12,7,86,296,64,,,,
49572,APAC,2020,5,1,1,\N,\N,,,,
49572,APAC,2020,6,12,134,189,45,,,,
49572,APAC,2020,7,13,142,260,42,,,,
49572,APAC,2020,8,12,148,204,48,,,,
49572,APAC,2020,9,12,129,308,54,,,,
49572,APAC,2020,10,20,243,529,79,,,,
49572,APAC,2020,11,9,103,211,29,,,,
49572,APAC,2020,12,12,130,249,59,,,,
49613,EMEA,2020,5,1,1,\N,\N,,,,
49613,EMEA,2020,6,12,93,118,42,,,,
49613,EMEA,2020,7,15,56,156,42,,,,
49613,EMEA,2020,8,17,91,262,63,,,,
49613,EMEA,2020,9,17,91,221,43,,,,
49613,EMEA,2020,10,17,80,196,55,,,,
49613,EMEA,2020,11,21,104,297,54,,,,
49613,EMEA,2020,12,13,70,177,33,,,,
49614,EMEA,2020,5,4,4,\N,\N,,,,
49614,EMEA,2020,6,15,166,271,76,,,,
49614,EMEA,2020,7,16,133,321,91,,,,
49614,EMEA,2020,8,16,100,246,59,,,,
49614,EMEA,2020,9,16,115,341,70,,,,
49614,EMEA,2020,10,17,131,306,57,,,,
49614,EMEA,2020,11,14,67,202,43,,,,
49614,EMEA,2020,12,12,65,211,42,,,,
49614,EMEA,2021,1,1,1,8,0,,,,
49616,EMEA,2020,5,1,1,\N,\N,,,,
49616,EMEA,2020,6,14,181,193,72,,,,
49616,EMEA,2020,7,16,95,280,57,,,,
49616,EMEA,2020,8,14,70,229,46,,,,
49616,EMEA,2020,9,17,84,334,44,,,,
49616,EMEA,2020,10,11,58,220,29,,,,
49616,EMEA,2020,11,18,121,339,51,,,,
49616,EMEA,2020,12,10,62,200,28,,,,
49620,EMEA,2020,5,4,6,\N,\N,,,,
49620,EMEA,2020,6,14,111,132,34,,,,
49620,EMEA,2020,7,14,44,118,42,,,,
49620,EMEA,2020,8,17,102,276,73,,,,
49620,EMEA,2020,9,19,88,224,34,,,,
49620,EMEA,2020,10,15,95,220,35,,,,
49620,EMEA,2020,11,17,97,200,45,,,,
49620,EMEA,2020,12,15,82,164,36,,,,
49626,EMEA,2020,6,14,131,139,36,,,,
49626,EMEA,2020,7,17,82,200,47,,,,
49626,EMEA,2020,8,14,80,236,55,,,,
49626,EMEA,2020,9,12,77,199,30,,,,
49626,EMEA,2020,10,12,67,176,28,,,,
49626,EMEA,2020,11,19,111,287,58,,,,
49626,EMEA,2020,12,15,85,213,47,,,,
49631,EMEA,2020,6,15,160,197,78,,,,
49631,EMEA,2020,7,18,143,288,71,,,,
49631,EMEA,2020,8,12,93,155,46,,,,
49631,EMEA,2020,9,20,137,255,55,,,,
49631,EMEA,2020,10,15,108,244,62,,,,
49631,EMEA,2020,11,17,117,282,58,,,,
49631,EMEA,2020,12,11,75,188,47,,,,
49639,EMEA,2020,6,16,162,365,42,,,,
49639,EMEA,2020,7,17,109,350,68,,,,
49639,EMEA,2020,8,14,95,316,49,,,,
49639,EMEA,2020,9,18,123,335,44,,,,
49639,EMEA,2020,10,18,116,296,61,,,,
49639,EMEA,2020,11,18,118,315,39,,,,
49639,EMEA,2020,12,13,103,324,26,,,,
49640,EMEA,2020,5,4,7,\N,\N,,,,
49640,EMEA,2020,6,10,89,143,24,,,,
49640,EMEA,2020,7,15,65,185,25,,,,
49640,EMEA,2020,8,15,70,143,31,,,,
49640,EMEA,2020,9,15,89,258,53,,,,
49640,EMEA,2020,10,21,112,334,67,,,,
49640,EMEA,2020,11,21,120,322,50,,,,
49640,EMEA,2020,12,14,87,215,23,,,,
49651,LATAM,2020,5,2,4,\N,\N,,,,
49651,LATAM,2020,6,11,110,208,53,,,,
49651,LATAM,2020,7,14,96,286,77,,,,
49651,LATAM,2020,8,14,108,359,84,,,,
49651,LATAM,2020,9,20,133,442,68,,,,
49651,LATAM,2020,10,15,98,316,50,,,,
49651,LATAM,2020,11,13,101,358,81,,,,
49651,LATAM,2020,12,8,73,280,64,,,,
49685,EMEA,2020,5,1,1,\N,\N,,,,
49685,EMEA,2020,6,16,114,395,63,,,,
49685,EMEA,2020,7,17,113,366,97,,,,
49685,EMEA,2020,8,16,101,283,61,,,,
49685,EMEA,2020,9,19,180,238,90,,,,
49685,EMEA,2020,10,22,127,369,92,,,,
49685,EMEA,2020,11,20,122,420,68,,,,
49685,EMEA,2020,12,17,113,479,68,,,,
49715,LATAM,2020,5,1,1,\N,\N,,,,
49715,LATAM,2020,6,13,80,187,36,,,,
49715,LATAM,2020,7,15,110,257,49,,,,
49715,LATAM,2020,8,15,112,326,54,,,,
49715,LATAM,2020,9,20,150,324,82,,,,
49715,LATAM,2020,10,16,121,358,45,,,,
49715,LATAM,2020,11,17,124,401,86,,,,
49715,LATAM,2020,12,11,70,199,37,,,,
49751,APAC,2020,5,3,3,\N,\N,,,,
49751,APAC,2020,6,14,86,148,30,,,,
49751,APAC,2020,7,6,8,8,1,,,,
49751,APAC,2020,8,4,8,8,1,,,,
49751,APAC,2020,10,20,53,53,18,,,,
49759,LATAM,2020,5,6,16,\N,\N,,,,
49759,LATAM,2020,6,14,142,429,127,,,,
49759,LATAM,2020,7,16,154,380,89,,,,
49759,LATAM,2020,8,13,116,418,91,,,,
49759,LATAM,2020,9,18,163,474,108,,,,
49759,LATAM,2020,10,18,146,567,123,,,,
49759,LATAM,2020,11,17,166,605,171,,,,
49759,LATAM,2020,12,13,111,480,101,,,,
49769,LATAM,2020,5,1,1,\N,\N,,,,
49769,LATAM,2020,6,13,112,237,45,,,,
49769,LATAM,2020,7,13,120,240,53,,,,
49769,LATAM,2020,8,14,132,220,67,,,,
49769,LATAM,2020,9,14,106,186,40,,,,
49769,LATAM,2020,10,14,91,190,27,,,,
49769,LATAM,2020,11,12,80,204,30,,,,
49769,LATAM,2020,12,11,65,148,24,,,,
49806,APAC,2020,5,6,8,\N,\N,,,,
49806,APAC,2020,6,14,117,285,71,,,,
49806,APAC,2020,7,12,111,200,80,,,,
49806,APAC,2020,8,14,131,399,121,,,,
49806,APAC,2020,9,12,102,280,82,,,,
49806,APAC,2020,10,13,107,303,75,,,,
49806,APAC,2020,11,18,161,317,70,,,,
49806,APAC,2020,12,12,113,312,61,,,,
49873,APAC,2020,5,2,5,\N,\N,,,,
49873,APAC,2020,6,18,182,233,60,,,,
49873,APAC,2020,7,19,227,288,52,,,,
49873,APAC,2020,8,9,110,355,45,,,,
49873,APAC,2020,9,16,198,769,93,,,,
49873,APAC,2020,10,12,112,427,44,,,,
49873,APAC,2020,11,12,104,502,98,,,,
49873,APAC,2020,12,6,54,175,38,,,,
50009,APAC,2020,5,5,8,\N,\N,,,,
50009,APAC,2020,6,15,157,203,75,,,,
50009,APAC,2020,7,12,84,172,39,,,,
50009,APAC,2020,8,11,103,221,60,,,,
50009,APAC,2020,9,16,138,291,50,,,,
50009,APAC,2020,10,11,91,156,53,,,,
50009,APAC,2020,11,14,87,170,44,,,,
50009,APAC,2020,12,5,30,56,17,,,,
50015,APAC,2020,5,5,7,\N,\N,,,,
50015,APAC,2020,6,15,165,245,88,,,,
50015,APAC,2020,7,18,205,473,143,,,,
50015,APAC,2020,8,9,107,319,101,,,,
50015,APAC,2020,9,21,236,696,131,,,,
50015,APAC,2020,10,22,242,692,103,,,,
50015,APAC,2020,11,19,200,529,97,,,,
50015,APAC,2020,12,16,164,406,86,,,,
50135,\N,2020,7,2,11,11,0,,,,
50135,\N,2020,10,1,3,3,1,,,,
50140,AMER,2020,5,7,16,\N,\N,,,,
50140,AMER,2020,6,17,200,357,161,,,,
50140,AMER,2020,7,15,136,541,159,,,,
50140,AMER,2020,8,13,109,547,140,,,,
50140,AMER,2020,9,16,125,520,97,,,,
50140,AMER,2020,10,16,156,457,150,,,,
50140,AMER,2020,11,16,134,411,141,,,,
50140,AMER,2020,12,11,105,318,109,,,,
50506,\N,2020,4,1,1,\N,\N,,,,
50506,\N,2020,5,1,1,\N,\N,,,,
50506,\N,2020,6,16,141,139,23,,,,
50506,\N,2020,7,18,130,215,35,,,,
50506,\N,2020,8,4,20,53,2,,,,
50506,\N,2020,9,15,96,233,28,,,,
50594,APAC,2020,6,13,178,423,131,,,,
50594,APAC,2020,7,12,111,246,88,,,,
50594,APAC,2020,8,3,34,105,28,,,,
50594,APAC,2020,9,15,130,375,90,,,,
50594,APAC,2020,10,15,123,434,104,,,,
50594,APAC,2020,11,16,139,399,105,,,,
50594,APAC,2020,12,7,57,152,18,,,,
50696,EMEA,2020,5,4,5,\N,\N,,,,
50696,EMEA,2020,6,17,280,973,276,,,,
50696,EMEA,2020,7,8,79,197,45,,,,
50696,EMEA,2020,8,10,118,397,96,,,,
50696,EMEA,2020,9,12,120,651,121,,,,
50696,EMEA,2020,10,2,21,121,21,,,,
50696,EMEA,2020,11,12,118,681,129,,,,
50696,EMEA,2020,12,7,83,512,84,,,,
50919,APAC,2020,4,1,1,\N,\N,,,,
50919,APAC,2020,5,4,4,\N,\N,,,,
50919,APAC,2020,6,16,154,262,53,,,,
50919,APAC,2020,7,11,70,146,18,,,,
50919,APAC,2020,8,11,84,262,48,,,,
50919,APAC,2020,9,13,94,256,44,,,,
50919,APAC,2020,10,16,96,266,52,,,,
50919,APAC,2020,11,15,92,228,42,,,,
50919,APAC,2020,12,14,85,170,40,,,,
50945,LATAM,2020,8,1,1,1,0,,,,
50975,AMER,2020,5,10,49,\N,\N,,,,
50975,AMER,2020,6,5,52,267,68,,,,
50975,AMER,2020,7,17,173,1191,263,,,,
50975,AMER,2020,8,17,174,962,192,,,,
50975,AMER,2020,9,21,185,462,124,,,,
50975,AMER,2020,10,19,188,736,252,,,,
50975,AMER,2020,11,15,125,648,212,,,,
50975,AMER,2020,12,10,79,485,126,,,,
51087,APAC,2020,5,7,14,\N,\N,,,,
51087,APAC,2020,6,14,125,379,63,,,,
51087,APAC,2020,7,14,129,470,136,,,,
51087,APAC,2020,8,15,161,315,175,,,,
51087,APAC,2020,9,19,168,342,129,,,,
51087,APAC,2020,10,22,180,425,132,,,,
51087,APAC,2020,11,19,155,340,114,,,,
51087,APAC,2020,12,9,67,142,56,,,,
51094,AMER,2020,6,15,177,347,145,,,,
51094,AMER,2020,7,17,146,273,117,,,,
51094,AMER,2020,8,15,142,240,111,,,,
51094,AMER,2020,9,22,200,311,130,,,,
51094,AMER,2020,10,16,106,253,102,,,,
51094,AMER,2020,11,17,129,275,73,,,,
51094,AMER,2020,12,12,91,188,67,,,,
51169,APAC,2020,5,1,1,\N,\N,,,,
51169,APAC,2020,6,14,96,95,46,,,,
51169,APAC,2020,7,12,73,125,55,,,,
51169,APAC,2020,8,10,63,236,45,,,,
51169,APAC,2020,9,17,101,353,44,,,,
51169,APAC,2020,10,17,107,342,76,,,,
51169,APAC,2020,11,16,106,303,38,,,,
51169,APAC,2020,12,11,68,189,15,,,,
51195,APAC,2020,5,2,7,\N,\N,,,,
51195,APAC,2020,6,12,173,275,85,,,,
51195,APAC,2020,7,9,108,199,59,,,,
51195,APAC,2020,8,15,127,319,104,,,,
51195,APAC,2020,9,14,129,304,93,,,,
51195,APAC,2020,10,21,154,450,100,,,,
51195,APAC,2020,11,14,111,288,58,,,,
51195,APAC,2020,12,10,74,207,28,,,,
51198,\N,2020,5,1,1,\N,\N,,,,
51198,\N,2020,6,14,110,178,21,,,,
51198,\N,2020,7,14,80,125,37,,,,
51198,\N,2020,8,14,80,172,45,,,,
51198,\N,2020,9,14,78,144,15,,,,
51198,\N,2020,10,13,57,147,35,,,,
51198,\N,2020,11,15,83,178,34,,,,
51198,\N,2020,12,7,31,73,10,,,,
51256,APAC,2020,4,1,1,\N,\N,,,,
51256,APAC,2020,5,4,8,\N,\N,,,,
51256,APAC,2020,6,11,56,112,47,,,,
51256,APAC,2020,7,10,68,156,42,,,,
51256,APAC,2020,8,9,64,192,70,,,,
51256,APAC,2020,9,18,119,327,101,,,,
51256,APAC,2020,10,17,119,355,103,,,,
51256,APAC,2020,11,13,90,288,77,,,,
51256,APAC,2020,12,10,69,203,47,,,,
51257,EMEA,2020,5,1,1,\N,\N,,,,
51257,EMEA,2020,6,16,167,224,88,,,,
51257,EMEA,2020,7,18,92,237,66,,,,
51257,EMEA,2020,8,9,53,128,40,,,,
51257,EMEA,2020,9,17,95,230,53,,,,
51257,EMEA,2020,10,18,114,261,76,,,,
51257,EMEA,2020,11,18,97,216,43,,,,
51257,EMEA,2020,12,14,79,186,28,,,,
51266,APAC,2020,5,3,5,\N,\N,,,,
51266,APAC,2020,6,14,110,123,44,,,,
51266,APAC,2020,7,13,48,104,36,,,,
51266,APAC,2020,8,6,18,57,17,,,,
51266,APAC,2020,9,18,97,221,104,,,,
51266,APAC,2020,10,17,96,158,98,,,,
51266,APAC,2020,11,16,93,172,85,,,,
51266,APAC,2020,12,13,78,175,26,,,,
51281,APAC,2020,6,18,269,733,143,,,,
51281,APAC,2020,7,13,149,465,159,,,,
51281,APAC,2020,8,12,148,455,119,,,,
51281,APAC,2020,9,22,249,647,115,,,,
51281,APAC,2020,10,20,213,480,109,,,,
51281,APAC,2020,11,17,217,612,121,,,,
51281,APAC,2020,12,14,180,603,86,,,,
51347,APAC,2020,10,2,2,7,0,,,,
51433,APAC,2020,5,6,21,\N,\N,,,,
51433,APAC,2020,6,14,189,269,74,,,,
51433,APAC,2020,7,14,205,406,104,,,,
51433,APAC,2020,8,9,116,364,61,,,,
51433,APAC,2020,9,11,138,367,124,,,,
51433,APAC,2020,10,20,214,457,112,,,,
51433,APAC,2020,11,13,160,424,114,,,,
51433,APAC,2020,12,16,177,444,74,,,,
51457,APAC,2020,7,2,2,2,0,,,,
51475,LATAM,2020,5,4,4,\N,\N,,,,
51475,LATAM,2020,6,17,178,282,105,,,,
51475,LATAM,2020,7,18,143,309,113,,,,
51475,LATAM,2020,8,14,108,242,67,,,,
51475,LATAM,2020,9,20,188,431,117,,,,
51475,LATAM,2020,10,17,120,353,98,,,,
51475,LATAM,2020,11,14,117,375,105,,,,
51475,LATAM,2020,12,12,92,326,97,,,,
51552,AMER,2020,6,17,172,302,97,,,,
51552,AMER,2020,7,19,157,279,108,,,,
51552,AMER,2020,8,16,149,390,128,,,,
51552,AMER,2020,9,20,189,333,79,,,,
51552,AMER,2020,10,22,178,318,96,,,,
51552,AMER,2020,11,15,117,255,79,,,,
51552,AMER,2020,12,13,114,252,72,,,,
51584,EMEA,2020,7,1,3,3,3,,,,
51584,EMEA,2020,8,4,151,149,143,,,,
51584,EMEA,2020,9,1,1,2,0,,,,
51584,EMEA,2020,10,7,29,44,20,,,,
51592,EMEA,2020,5,2,3,\N,\N,,,,
51592,EMEA,2020,6,16,99,191,75,,,,
51592,EMEA,2020,7,17,116,302,131,,,,
51592,EMEA,2020,8,14,108,303,114,,,,
51592,EMEA,2020,9,19,148,285,112,,,,
51592,EMEA,2020,10,15,106,263,96,,,,
51592,EMEA,2020,11,13,91,215,46,,,,
51592,EMEA,2020,12,11,74,207,45,,,,
51693,APAC,2020,6,19,44,51,27,,,,
51693,APAC,2020,7,16,69,107,44,,,,
51693,APAC,2020,8,15,122,310,130,,,,
51693,APAC,2020,9,15,146,383,152,,,,
51693,APAC,2020,10,18,160,412,127,,,,
51693,APAC,2020,11,14,127,304,66,,,,
51693,APAC,2020,12,6,55,140,30,,,,
51780,LATAM,2020,5,5,7,\N,\N,,,,
51780,LATAM,2020,6,17,142,293,96,,,,
51780,LATAM,2020,7,16,143,342,113,,,,
51780,LATAM,2020,8,14,201,334,132,,,,
51780,LATAM,2020,9,19,156,367,126,,,,
51780,LATAM,2020,10,13,95,212,90,,,,
51780,LATAM,2020,11,15,125,241,76,,,,
51780,LATAM,2020,12,12,94,145,58,,,,
51782,APAC,2020,7,13,110,244,104,,,,
51782,APAC,2020,8,1,6,16,5,,,,
51782,APAC,2020,9,21,183,539,236,,,,
51782,APAC,2020,10,22,185,554,75,,,,
51782,APAC,2020,11,21,190,536,50,,,,
51782,APAC,2020,12,14,124,348,74,,,,
51784,APAC,2020,5,5,9,\N,\N,,,,
51784,APAC,2020,6,11,109,157,25,,,,
51784,APAC,2020,7,4,33,50,14,,,,
51784,APAC,2020,8,9,84,141,24,,,,
51784,APAC,2020,9,19,169,350,103,,,,
51784,APAC,2020,10,20,208,358,74,,,,
51784,APAC,2020,11,17,127,263,46,,,,
51784,APAC,2020,12,11,71,197,29,,,,
51871,LATAM,2020,5,1,1,\N,\N,,,,
51871,LATAM,2020,6,18,168,339,75,,,,
51871,LATAM,2020,7,17,181,285,102,,,,
51871,LATAM,2020,8,16,160,412,120,,,,
51871,LATAM,2020,9,18,178,578,150,,,,
51871,LATAM,2020,10,20,158,486,98,,,,
51871,LATAM,2020,11,15,130,317,88,,,,
51871,LATAM,2020,12,11,99,290,81,,,,
51893,APAC,2020,5,4,7,\N,\N,,,,
51893,APAC,2020,6,14,186,431,83,,,,
51893,APAC,2020,7,16,130,317,63,,,,
51893,APAC,2020,8,8,46,128,26,,,,
51893,APAC,2020,9,16,109,294,61,,,,
51893,APAC,2020,10,16,101,296,70,,,,
51893,APAC,2020,11,17,82,240,55,,,,
51893,APAC,2020,12,7,43,133,33,,,,
52059,APAC,2020,6,17,82,82,6,,,,
52059,APAC,2020,7,3,4,4,2,,,,
52124,\N,2020,5,2,2,\N,\N,,,,
52124,\N,2020,6,9,67,125,24,,,,
52124,\N,2020,7,13,91,237,46,,,,
52124,\N,2020,8,9,60,171,23,,,,
52124,\N,2020,9,6,33,114,21,,,,
52124,\N,2020,10,12,70,205,36,,,,
52124,\N,2020,11,11,64,164,34,,,,
52124,\N,2020,12,6,33,70,12,,,,
52191,AMER,2020,5,7,17,\N,\N,,,,
52191,AMER,2020,6,18,180,502,116,,,,
52191,AMER,2020,7,17,143,403,73,,,,
52191,AMER,2020,8,15,132,440,66,,,,
52191,AMER,2020,9,14,122,377,74,,,,
52191,AMER,2020,10,20,163,499,90,,,,
52191,AMER,2020,11,18,139,522,85,,,,
52191,AMER,2020,12,11,95,422,100,,,,
52278,LATAM,2020,5,4,6,\N,\N,,,,
52278,LATAM,2020,6,15,170,389,121,,,,
52278,LATAM,2020,7,18,176,515,133,,,,
52278,LATAM,2020,8,14,144,465,117,,,,
52278,LATAM,2020,9,21,199,532,179,,,,
52278,LATAM,2020,10,21,207,650,172,,,,
52278,LATAM,2020,11,17,145,506,142,,,,
52278,LATAM,2020,12,11,106,353,74,,,,
52307,APAC,2020,5,2,2,\N,\N,,,,
52307,APAC,2020,6,16,185,707,258,,,,
52307,APAC,2020,7,18,191,654,228,,,,
52307,APAC,2020,8,14,162,454,194,,,,
52307,APAC,2020,9,19,208,519,168,,,,
52307,APAC,2020,10,22,194,547,205,,,,
52307,APAC,2020,11,19,166,458,143,,,,
52307,APAC,2020,12,8,72,196,57,,,,
52409,LATAM,2020,6,17,113,121,29,,,,
52409,LATAM,2020,7,18,114,169,54,,,,
52409,LATAM,2020,8,17,100,221,61,,,,
52409,LATAM,2020,9,20,110,237,51,,,,
52409,LATAM,2020,10,14,112,280,52,,,,
52409,LATAM,2020,11,11,81,180,36,,,,
52409,LATAM,2020,12,8,41,105,20,,,,
52440,LATAM,2020,5,7,16,\N,\N,,,,
52440,LATAM,2020,6,18,270,653,207,,,,
52440,LATAM,2020,7,16,266,780,218,,,,
52440,LATAM,2020,8,15,222,621,141,,,,
52440,LATAM,2020,9,19,256,856,162,,,,
52440,LATAM,2020,10,18,213,708,130,,,,
52440,LATAM,2020,11,16,169,491,147,,,,
52440,LATAM,2020,12,14,128,439,91,,,,
52445,APAC,2020,5,8,17,\N,\N,,,,
52445,APAC,2020,6,13,150,203,54,,,,
52445,APAC,2020,7,16,122,274,55,,,,
52445,APAC,2020,8,14,115,278,61,,,,
52445,APAC,2020,9,11,93,212,49,,,,
52445,APAC,2020,10,18,143,294,44,,,,
52445,APAC,2020,11,13,105,209,49,,,,
52445,APAC,2020,12,12,97,192,33,,,,
52582,AMER,2020,5,2,4,\N,\N,,,,
52582,AMER,2020,6,18,221,501,200,,,,
52582,AMER,2020,7,18,149,463,147,,,,
52582,AMER,2020,8,15,137,499,117,,,,
52582,AMER,2020,9,18,245,471,134,,,,
52582,AMER,2020,10,19,183,499,133,,,,
52582,AMER,2020,11,20,204,476,137,,,,
52582,AMER,2020,12,9,105,261,67,,,,
52619,APAC,2020,5,6,18,\N,\N,,,,
52619,APAC,2020,6,13,156,216,65,,,,
52619,APAC,2020,7,17,151,373,103,,,,
52619,APAC,2020,8,5,39,87,27,,,,
52619,APAC,2020,9,19,159,408,123,,,,
52619,APAC,2020,10,17,123,297,81,,,,
52619,APAC,2020,11,19,152,348,68,,,,
52619,APAC,2020,12,6,47,107,27,,,,
52651,APAC,2020,6,18,228,223,64,,,,
52651,APAC,2020,7,14,190,250,103,,,,
52651,APAC,2020,8,16,136,203,46,,,,
52651,APAC,2020,9,20,200,281,99,,,,
52651,APAC,2020,10,20,239,420,93,,,,
52651,APAC,2020,11,17,181,369,79,,,,
52651,APAC,2020,12,9,105,206,46,,,,
52685,EMEA,2020,11,2,3,8,5,,,,
52685,EMEA,2020,12,7,31,69,11,,,,
52716,APAC,2020,5,8,34,\N,\N,,,,
52716,APAC,2020,6,17,178,689,94,,,,
52716,APAC,2020,7,10,68,275,27,,,,
52716,APAC,2020,8,3,24,111,11,,,,
52716,APAC,2020,9,17,167,540,130,,,,
52716,APAC,2020,10,22,183,727,106,,,,
52716,APAC,2020,11,17,134,500,77,,,,
52716,APAC,2020,12,11,88,338,54,,,,
52738,AMER,2020,5,5,5,\N,\N,,,,
52738,AMER,2020,6,17,213,399,108,,,,
52738,AMER,2020,7,18,159,266,91,,,,
52738,AMER,2020,8,17,146,364,126,,,,
52738,AMER,2020,9,21,173,484,125,,,,
52738,AMER,2020,10,16,114,325,79,,,,
52738,AMER,2020,11,18,140,357,64,,,,
52738,AMER,2020,12,8,64,181,37,,,,
52752,\N,2020,5,4,4,\N,\N,,,,
52752,\N,2020,6,12,95,137,10,,,,
52752,\N,2020,10,20,105,361,127,,,,
52752,\N,2020,11,18,125,319,169,,,,
52752,\N,2020,12,13,88,219,89,,,,
52755,EMEA,2020,5,4,5,\N,\N,,,,
52755,EMEA,2020,6,14,155,165,39,,,,
52755,EMEA,2020,7,15,118,254,63,,,,
52755,EMEA,2020,8,15,94,227,72,,,,
52755,EMEA,2020,9,17,118,256,39,,,,
52755,EMEA,2020,10,17,122,269,60,,,,
52755,EMEA,2020,11,16,119,285,69,,,,
52755,EMEA,2020,12,13,90,259,49,,,,
52758,EMEA,2020,5,5,9,\N,\N,,,,
52758,EMEA,2020,6,15,135,170,62,,,,
52758,EMEA,2020,7,18,116,248,53,,,,
52758,EMEA,2020,8,11,70,179,23,,,,
52758,EMEA,2020,9,19,117,235,50,,,,
52758,EMEA,2020,10,21,131,343,56,,,,
52758,EMEA,2020,11,19,108,287,44,,,,
52758,EMEA,2020,12,15,90,352,48,,,,
52836,APAC,2020,5,3,3,\N,\N,,,,
52836,APAC,2020,6,18,169,465,48,,,,
52836,APAC,2020,7,20,214,342,81,,,,
52836,APAC,2020,8,10,37,104,19,,,,
52836,APAC,2020,9,22,143,510,77,,,,
52836,APAC,2020,10,18,96,227,37,,,,
52836,APAC,2020,11,21,125,227,62,,,,
52836,APAC,2020,12,13,69,136,29,,,,
52926,LATAM,2020,5,4,8,\N,\N,,,,
52926,LATAM,2020,6,17,201,547,119,,,,
52926,LATAM,2020,7,17,191,378,123,,,,
52926,LATAM,2020,8,16,178,346,109,,,,
52926,LATAM,2020,9,17,177,521,166,,,,
52926,LATAM,2020,10,22,216,674,171,,,,
52926,LATAM,2020,11,9,90,263,68,,,,
52926,LATAM,2020,12,10,102,285,69,,,,
52932,APAC,2020,5,8,14,\N,\N,,,,
52932,APAC,2020,6,17,248,518,85,,,,
52932,APAC,2020,7,15,196,551,141,,,,
52932,APAC,2020,8,15,172,564,183,,,,
52932,APAC,2020,9,16,120,418,70,,,,
52932,APAC,2020,10,21,235,675,97,,,,
